Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu papel principal na sua empresa está relacionado à tecnologia/TI?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura de saúde fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre distúrbios de saúde mental e opções para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levou a solicitar uma licença médica do trabalho, quão fácil ou difícil seria pedir essa licença?",Você se sentiria mais confortável conversando com seus colegas de trabalho sobre sua saúde física ou sua saúde mental?,Você se sentiria à vontade para discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você já discutiu sua saúde mental com seu empregador?,Você se sentiria à vontade para discutir um problema de saúde mental com seus colegas de trabalho?,Você já discutiu sua saúde mental com colegas de trabalho?,Você já teve um colega de trabalho discutir a saúde mental de seu ou outro colega de trabalho com você?,"No geral, quanta importância seu empregador coloca na saúde física?","No geral, quanta importância seu empregador coloca na saúde mental?",Você estaria disposto a discutir sua saúde mental com seu (s) supervisor (s) direto (s)?,Você atualmente tem um distúrbio de saúde mental?,Você já teve um distúrbio de saúde mental no passado?,Você já procurou tratamento para um distúrbio de saúde mental de um profissional de saúde mental?,Você tem um histórico familiar de doença mental?,"Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz (ou seja, quando você está experimentando sintomas)?",Suas observações de como outro indivíduo que discutiu um problema de saúde mental tornou a probabilidade de você revelar um problema de saúde mental no seu local de trabalho atual?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria sua saúde mental com um empregador em potencial em uma entrevista?,Você é identificado abertamente no trabalho como uma pessoa com um problema de saúde mental?,"No geral, como você acha que o setor de tecnologia apoia funcionários com problemas de saúde mental?",Qual é a sua idade?,Qual é o seu gênero?
False,100-500,True,True,Yes,Yes,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,5,5.0,,Possibly,Possibly,TRUE,No,Not applicable to me,Sometimes,,5,Yes,No,FALSE,4.0,40,M
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,No,4,Yes,No,FALSE,2.0,37,male
False,More than 1000,True,True,I don't know,No,No,No,Yes,Somewhat easy,Physical health,Yes,False,Maybe,True,False,7,7.0,Some of my previous supervisors,Possibly,Possibly,TRUE,Yes,Not applicable to me,Often,,8,Maybe,No,FALSE,3.0,31,Male
False,500-1000,True,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat difficult,Same level of comfort for each,Yes,True,Yes,True,False,7,5.0,,Yes,Yes,TRUE,Yes,Rarely,Often,No,6,No,No,FALSE,4.0,37,Male
False,100-500,True,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,7,7.0,"No, none of my previous supervisors",Yes,Don't Know,TRUE,No,Sometimes,Often,Yes,2,Yes,No,FALSE,3.0,26,female
False,100-500,False,True,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,True,Maybe,True,False,4,2.0,Some of my previous supervisors,Yes,Possibly,FALSE,No,Rarely,Often,No,9,Maybe,No,FALSE,3.0,43,M
False,100-500,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,7,9.0,"No, none of my previous supervisors",Possibly,Yes,TRUE,Yes,Sometimes,Often,No,9,Maybe,No,FALSE,2.0,35,Male
True,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,FALSE,Yes,Not applicable to me,Not applicable to me,No,1,Maybe,Maybe,FALSE,4.0,31,male
False,100-500,True,True,Yes,No,Yes,I don't know,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,True,False,6,6.0,"No, none of my previous supervisors",Possibly,Possibly,FALSE,Yes,Not applicable to me,Sometimes,No,10,No,No,FALSE,3.0,32,F
False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Maybe,False,No,False,False,7,6.0,"No, none of my previous supervisors",Yes,Possibly,TRUE,I don't know,Sometimes,Often,No,7,No,No,FALSE,3.0,37,Male
False,6-25,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,True,Yes,False,False,8,7.0,Some of my previous supervisors,No,Don't Know,FALSE,I don't know,Not applicable to me,Not applicable to me,No,6,No,No,FALSE,3.0,41,Male
False,100-500,True,False,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Yes,True,Yes,True,False,10,10.0,"No, none of my previous supervisors",1,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",Yes,TRUE,Yes,Rarely,Often,Yes,8,"I strongly feel that this is neither anyone's right to know, nor business, if they have not hired me. ",same as above.,,FALSE,40
False,500-1000,True,True,I don't know,No,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,True,Yes,True,False,9,5.0,Some of my previous supervisors,Yes,Yes,TRUE,I don't know,Sometimes,Sometimes,No,8,Yes,No,TRUE,3.0,37,male
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,True,No,False,False,6,3.0,Some of my previous supervisors,Possibly,Yes,TRUE,Yes,Sometimes,Sometimes,No,2,No,No,FALSE,2.0,53,"Let's keep it simple and say ""male"""
False,6-25,True,True,I don't know,No,No,No,I don't know,Very easy,Physical health,No,False,Yes,True,False,1,1.0,Some of my previous supervisors,No,Possibly,TRUE,Yes,Sometimes,Often,Maybe,0,Yes,No,FALSE,1.0,29,male
False,500-1000,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,5,9.0,"Yes, all of my previous supervisors",Yes,Yes,TRUE,Yes,Rarely,Sometimes,No,10,Maybe,Maybe,TRUE,5.0,37,Male
False,100-500,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,No,False,No,False,False,10,0.0,Some of my previous supervisors,Yes,Yes,TRUE,Yes,Rarely,Sometimes,Yes,10,No,No,FALSE,4.0,45,female
False,6-25,True,True,I don't know,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,False,6,6.0,"Yes, all of my previous supervisors",Possibly,No,FALSE,No,Not applicable to me,Often,No,10,No,No,FALSE,3.0,26,Male
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,Yes,True,Maybe,True,True,5,7.0,Some of my previous supervisors,Yes,Yes,TRUE,Yes,Rarely,Often,No,8,Yes,No,FALSE,4.0,28,Male
False,100-500,True,True,Yes,Yes,Yes,No,I don't know,I don't know,Physical health,Yes,True,No,False,False,7,7.0,,Yes,Yes,TRUE,I don't know,Sometimes,Sometimes,No,7,Yes,No,FALSE,3.0,24,Female
False,100-500,True,True,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,True,5,5.0,Some of my previous supervisors,Possibly,Possibly,FALSE,Yes,Not applicable to me,Not applicable to me,No,7,No,No,FALSE,4.0,27,Male
False,100-500,False,True,Yes,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Maybe,False,False,8,7.0,"No, none of my previous supervisors",No,Yes,TRUE,No,Rarely,Sometimes,No,9,No,No,FALSE,3.0,42,Male
True,,,,,,,,,,,,,,,,,,I don't know,No,No,FALSE,No,Not applicable to me,Not applicable to me,,5,Maybe,Maybe,FALSE,4.0,53,Female
False,100-500,False,True,Not eligible for coverage / NA,,Yes,No,I don't know,Very easy,Physical health,Yes,False,Yes,True,True,9,6.0,Some of my previous supervisors,Possibly,Don't Know,FALSE,No,Not applicable to me,Not applicable to me,No,4,Maybe,No,FALSE,2.0,34,Male
False,500-1000,False,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Yes,True,True,7,7.0,"No, none of my previous supervisors",Yes,Possibly,TRUE,I don't know,Sometimes,Often,No,5,Maybe,No,TRUE,2.0,23,Non-binary
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,4,4.0,,Don't Know,No,FALSE,I don't know,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,FALSE,4.0,34,M
False,6-25,True,True,I don't know,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,8,5.0,Some of my previous supervisors,Possibly,Possibly,FALSE,Yes,Sometimes,Often,Maybe,5,Yes,No,FALSE,4.0,27,Male
False,100-500,True,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,False,9,7.0,"No, none of my previous supervisors",Possibly,Possibly,TRUE,I don't know,Not applicable to me,Not applicable to me,Maybe,5,Maybe,No,FALSE,3.0,31,Male
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,No,8,Yes,Maybe,FALSE,3.0,30,Male
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,TRUE,No,Sometimes,Often,No,6,Maybe,No,FALSE,3.0,58,Male
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,Yes,False,Yes,False,False,8,6.0,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,No,7,No,No,FALSE,3.0,50,Male
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,False,3,6.0,"No, none of my previous supervisors",Yes,Yes,TRUE,Yes,Never,Sometimes,No,6,No,No,FALSE,2.0,41,Male
False,26-100,True,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,No,False,False,0,0.0,I don't know,Possibly,Don't Know,FALSE,No,Sometimes,Sometimes,No,3,No,No,FALSE,1.0,40,male
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,TRUE,I don't know,Sometimes,Often,Yes,4,Yes,Maybe,FALSE,1.0,28,Male
False,1-5,True,True,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,Maybe,True,Yes,True,True,9,7.0,Some of my previous supervisors,No,Possibly,FALSE,No,Not applicable to me,Not applicable to me,Maybe,3,No,Maybe,FALSE,2.0,49,Identify as male
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,3,3.0,,Yes,Yes,TRUE,Yes,Sometimes,Often,No,9,No,No,FALSE,2.0,37,Male
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Possibly,TRUE,I don't know,Sometimes,Often,No,7,Maybe,Maybe,FALSE,4.0,36,m
False,6-25,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,10,10.0,"No, none of my previous supervisors",Possibly,Yes,TRUE,No,Rarely,Often,No,10,Yes,No,TRUE,1.0,52,Male
False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,Yes,False,Maybe,False,False,9,9.0,Some of my previous supervisors,No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,,8,Yes,Maybe,FALSE,2.0,33,
True,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,,6,Maybe,No,FALSE,3.0,54,Female
True,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Don't Know,No,FALSE,No,Not applicable to me,Not applicable to me,No,7,No,No,FALSE,1.0,38,Male
True,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,TRUE,No,Often,Often,,9,Maybe,Maybe,FALSE,3.0,64,Male
True,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Don't Know,No,TRUE,No,Not applicable to me,Not applicable to me,No,1,No,No,FALSE,1.0,40,Male
False,26-100,True,True,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,False,No,False,False,5,2.0,Some of my previous supervisors,Yes,Possibly,FALSE,I don't know,Often,Often,Yes,4,Maybe,No,FALSE,3.0,37,Male
False,More than 1000,False,True,I don't know,No,I don't know,Yes,I don't know,Somewhat difficult,Same level of comfort for each,Yes,False,Maybe,True,True,8,7.0,"No, none of my previous supervisors",Yes,Yes,TRUE,No,Rarely,Sometimes,Maybe,7,Yes,Yes,FALSE,4.0,53,Female
False,6-25,True,True,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,4,3.0,Some of my previous supervisors,No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,No,5,Yes,Maybe,FALSE,2.0,55,male
False,6-25,True,True,I don't know,Yes,Yes,No,Yes,Somewhat difficult,Physical health,Maybe,True,No,False,False,4,3.0,"No, none of my previous supervisors",Possibly,Yes,TRUE,Yes,Often,Often,No,10,Maybe,No,FALSE,2.0,30,Male
False,500-1000,False,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,True,3,1.0,"No, none of my previous supervisors",No,Yes,TRUE,Yes,Rarely,Rarely,Yes,2,Yes,No,FALSE,1.0,35,Male
False,More than 1000,False,True,Yes,Yes,I don't know,I don't know,Yes,Somewhat difficult,Physical health,Maybe,False,No,False,False,7,7.0,I don't know,Possibly,Possibly,FALSE,Yes,Rarely,Rarely,,6,Maybe,No,FALSE,3.0,60,Male 
False,100-500,False,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,False,No,False,False,5,5.0,"No, none of my previous supervisors",No,No,FALSE,No,Not applicable to me,Not applicable to me,Maybe,5,Maybe,No,FALSE,3.0,34,female
False,More than 1000,False,True,No,No,No,No,I don't know,Difficult,Physical health,No,True,No,False,False,5,2.0,Some of my previous supervisors,No,Yes,TRUE,Yes,Rarely,Sometimes,Maybe,2,No,No,FALSE,2.0,35,Male
False,More than 1000,False,True,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,True,2,0.0,"No, none of my previous supervisors",Possibly,Yes,TRUE,Yes,Not applicable to me,Sometimes,,2,Maybe,No,FALSE,2.0,34,Male
False,26-100,True,True,I don't know,No,No,No,Yes,Very easy,Physical health,Yes,True,No,False,False,7,3.0,"No, none of my previous supervisors",Don't Know,No,FALSE,Yes,Not applicable to me,Not applicable to me,Yes,0,Yes,No,FALSE,4.0,28,Male
False,26-100,True,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,False,Yes,False,False,5,2.0,I don't know,Yes,Yes,TRUE,Yes,Often,Often,Yes,5,No,Maybe,FALSE,2.0,28,Woman
False,26-100,True,True,I don't know,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,Maybe,False,Yes,False,False,7,5.0,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,Maybe,5,Yes,No,FALSE,2.0,36,
False,6-25,True,True,No,No,No,No,No,Somewhat difficult,Same level of comfort for each,Yes,False,No,False,False,0,0.0,,Don't Know,No,FALSE,I don't know,Not applicable to me,Not applicable to me,Yes,6,No,No,FALSE,3.0,24,Male
True,,,,,,,,,,,,,,,,,,I don't know,No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,Yes,3,Yes,No,FALSE,2.0,50,Male
False,More than 1000,True,True,Yes,No,No,Yes,I don't know,I don't know,Physical health,No,False,Maybe,False,False,5,4.0,"No, none of my previous supervisors",Possibly,Possibly,TRUE,I don't know,Sometimes,Sometimes,No,3,Maybe,No,FALSE,2.0,55,Male
False,26-100,True,True,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,True,Maybe,False,False,4,6.0,I don't know,Yes,Possibly,TRUE,No,Sometimes,Often,No,7,Yes,Yes,TRUE,3.0,32,Male
False,500-1000,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Same level of comfort for each,Yes,True,Yes,False,True,10,5.0,I don't know,Possibly,Don't Know,TRUE,I don't know,Sometimes,Often,No,8,Yes,Yes,FALSE,3.0,33,Male
False,500-1000,True,True,Yes,Yes,No,No,I don't know,I don't know,Physical health,Maybe,True,No,False,False,7,5.0,"No, none of my previous supervisors",Yes,Yes,TRUE,Yes,Sometimes,Sometimes,No,2,Maybe,No,FALSE,4.0,30,Female
False,500-1000,True,True,Yes,No,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,9,9.0,Some of my previous supervisors,Possibly,No,FALSE,Yes,Never,Not applicable to me,No,5,No,No,FALSE,4.0,30,Male
False,100-500,True,True,Yes,Yes,Yes,No,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,False,7,7.0,I don't know,No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,,8,Yes,Yes,FALSE,3.0,34,Male
False,100-500,True,True,No,No,No,No,I don't know,Very easy,Physical health,Yes,False,Maybe,True,False,8,7.0,Some of my previous supervisors,Possibly,Possibly,TRUE,Yes,Not applicable to me,Not applicable to me,,8,Yes,Maybe,FALSE,3.0,36,Female
False,100-500,True,True,No,,No,No,I don't know,Somewhat easy,Physical health,Maybe,False,Maybe,False,False,8,5.0,,Yes,Yes,TRUE,Yes,Rarely,Sometimes,Yes,8,No,No,FALSE,2.0,30,Male
False,1-5,True,True,No,,Yes,No,No,I don't know,Physical health,No,False,Maybe,False,True,9,8.0,"No, none of my previous supervisors",No,No,FALSE,No,Not applicable to me,Not applicable to me,,7,Yes,Yes,FALSE,2.0,29,Male
False,500-1000,True,True,No,No,No,No,No,Somewhat easy,Physical health,Yes,False,No,False,False,6,3.0,,No,Possibly,TRUE,Yes,Not applicable to me,Not applicable to me,,6,No,No,FALSE,3.0,34,M
False,100-500,True,True,No,Yes,No,No,No,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,3,3.0,"Yes, all of my previous supervisors",Possibly,No,TRUE,No,Not applicable to me,Sometimes,Maybe,5,Maybe,No,FALSE,3.0,40,M
False,500-1000,True,True,Not eligible for coverage / NA,,No,No,I don't know,I don't know,Physical health,No,False,No,False,False,8,5.0,"No, none of my previous supervisors",Possibly,No,FALSE,I don't know,Rarely,Sometimes,Maybe,5,No,No,FALSE,3.0,31,Non binary
False,100-500,True,True,I don't know,No,No,I don't know,Yes,I don't know,Physical health,Maybe,False,Maybe,False,False,9,8.0,Some of my previous supervisors,No,No,FALSE,Yes,Not applicable to me,Not applicable to me,,7,Maybe,No,FALSE,4.0,27,Masculine
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,False,Yes,False,False,6,7.0,Some of my previous supervisors,Possibly,No,FALSE,Yes,Not applicable to me,Not applicable to me,,9,No,No,FALSE,4.0,47,M
False,100-500,False,True,Yes,Yes,No,Yes,Yes,Difficult,Physical health,Maybe,False,Maybe,False,False,6,4.0,,Yes,Possibly,TRUE,Yes,Rarely,Often,No,8,No,No,FALSE,3.0,24,Female
False,100-500,True,True,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Yes,False,Maybe,False,False,7,3.0,Some of my previous supervisors,No,No,TRUE,No,Not applicable to me,Not applicable to me,,5,Maybe,No,FALSE,1.0,36,Male
False,100-500,True,True,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,False,Yes,False,False,8,5.0,Some of my previous supervisors,No,No,FALSE,I don't know,Not applicable to me,Not applicable to me,,8,Yes,Maybe,FALSE,2.0,28,male
False,500-1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,True,Maybe,True,False,5,7.0,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,FALSE,2.0,34,Male
False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Yes,True,True,5,5.0,Some of my previous supervisors,No,No,FALSE,No,Not applicable to me,Not applicable to me,,8,Maybe,No,FALSE,2.0,28,Male
False,500-1000,True,True,Yes,Yes,No,No,I don't know,I don't know,Physical health,No,False,No,False,False,7,4.0,"No, none of my previous supervisors",No,Possibly,TRUE,Yes,Not applicable to me,Not applicable to me,Maybe,9,Yes,No,FALSE,2.0,36,M
False,100-500,True,True,Yes,Yes,I don't know,No,Yes,Somewhat easy,Physical health,Yes,False,Maybe,False,False,10,8.0,,Don't Know,No,FALSE,I don't know,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,FALSE,4.0,24,male
False,6-25,True,True,Yes,Yes,No,No,Yes,I don't know,Physical health,Maybe,False,Maybe,False,False,5,5.0,Some of my previous supervisors,Possibly,Possibly,TRUE,Yes,Rarely,Sometimes,No,10,Maybe,No,FALSE,4.0,32,Cishet male
False,26-100,False,True,No,No,Yes,No,Yes,Very easy,Physical health,Maybe,False,Yes,True,True,5,3.0,"No, none of my previous supervisors",Yes,Yes,TRUE,I don't know,Sometimes,Often,No,6,Maybe,Maybe,FALSE,2.0,33,Male
False,100-500,True,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Maybe,False,Maybe,False,False,6,5.0,Some of my previous supervisors,No,No,TRUE,I don't know,Not applicable to me,Not applicable to me,No,7,Yes,Maybe,FALSE,3.0,39,Male
False,More than 1000,False,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,False,No,False,True,7,5.0,,Yes,Yes,TRUE,I don't know,Rarely,Often,Yes,5,Maybe,Maybe,FALSE,3.0,26,female
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,False,Yes,True,True,7,7.0,"No, none of my previous supervisors",Yes,Yes,TRUE,Yes,Sometimes,Often,No,8,Maybe,No,TRUE,3.0,32,Female
False,26-100,True,True,Yes,No,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,False,Yes,True,True,7,7.0,Some of my previous supervisors,No,Yes,TRUE,I don't know,Rarely,Rarely,No,8,Maybe,Maybe,FALSE,3.0,42,Male
False,More than 1000,True,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,False,Maybe,,True,10,8.0,"No, none of my previous supervisors",Yes,Yes,FALSE,I don't know,Never,Sometimes,Yes,1,No,No,FALSE,2.0,41,M
False,100-500,True,True,Yes,Yes,Yes,No,I don't know,Somewhat difficult,Same level of comfort for each,No,False,Maybe,True,True,8,4.0,Some of my previous supervisors,Possibly,Yes,TRUE,Yes,Sometimes,Sometimes,Yes,10,No,Maybe,FALSE,2.0,32,Male
