Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu papel principal na sua empresa está relacionado à tecnologia/TI?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura de saúde fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre distúrbios de saúde mental e opções para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levou a solicitar uma licença médica do trabalho, quão fácil ou difícil seria pedir essa licença?",Você se sentiria mais confortável conversando com seus colegas de trabalho sobre sua saúde física ou sua saúde mental?,Você se sentiria à vontade para discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você já discutiu sua saúde mental com seu empregador?,Você se sentiria à vontade para discutir um problema de saúde mental com seus colegas de trabalho?,Você já discutiu sua saúde mental com colegas de trabalho?,Você já teve um colega de trabalho discutir a saúde mental de seu ou outro colega de trabalho com você?,"No geral, quanta importância seu empregador coloca na saúde física?","No geral, quanta importância seu empregador coloca na saúde mental?",Você estaria disposto a discutir sua saúde mental com seu (s) supervisor (s) direto (s)?,Você atualmente tem um distúrbio de saúde mental?,Você já teve um distúrbio de saúde mental no passado?,Você já procurou tratamento para um distúrbio de saúde mental de um profissional de saúde mental?,Você tem um histórico familiar de doença mental?,"Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz (ou seja, quando você está experimentando sintomas)?",Suas observações de como outro indivíduo que discutiu um problema de saúde mental tornou a probabilidade de você revelar um problema de saúde mental no seu local de trabalho atual?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria sua saúde mental com um empregador em potencial em uma entrevista?,Você é identificado abertamente no trabalho como uma pessoa com um problema de saúde mental?,"No geral, como você acha que o setor de tecnologia apoia funcionários com problemas de saúde mental?",Qual é a sua idade?,Qual é o seu gênero?
0,26-100,1.0,1.0,No,Yes,Yes,No,Yes,Somewhat easy,Same level of comfort for each,No,0.0,No,0.0,1.0,7.0,6.0,,Yes,No,1,I don't know,Sometimes,Sometimes,Maybe,8,No,No,0,4.0,36,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,"Yes, all of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,,10,Maybe,Maybe,1,2.0,40,female
0,500-1000,1.0,1.0,I don't know,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,1.0,1.0,,No,Yes,0,Yes,Not applicable to me,Not applicable to me,Yes,10,Maybe,No,0,3.0,27,Male
0,6-25,1.0,1.0,No,No,No,No,No,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,8.0,9.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,Yes,Not applicable to me,Sometimes,No,5,Yes,Maybe,0,5.0,25,female
0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Difficult,Physical health,No,0.0,No,0.0,0.0,5.0,3.0,"No, none of my previous supervisors",Yes,No,1,No,Often,Often,Maybe,7,No,No,0,2.0,31,Male
0,100-500,1.0,1.0,No,No,No,No,No,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,10.0,9.0,,No,No,1,No,Rarely,Never,Yes,1,Yes,Maybe,0,2.0,35,female
0,100-500,1.0,1.0,Yes,No,Yes,No,I don't know,Very easy,Physical health,No,0.0,No,0.0,0.0,9.0,5.0,,Don't Know,No,0,No,Rarely,Rarely,Yes,5,No,No,0,5.0,22,m
0,More than 1000,1.0,1.0,Yes,No,No,No,I don't know,Difficult,Same level of comfort for each,Yes,1.0,Maybe,1.0,1.0,5.0,2.0,"Yes, all of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,Yes,8,Yes,Maybe,0,2.0,42,male/he/him
0,More than 1000,1.0,1.0,No,No,I don't know,No,Yes,Somewhat easy,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,9.0,5.0,,Don't Know,Don't Know,0,No,Often,Sometimes,Yes,0,No,No,0,3.0,38,Male
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,No,0.0,Maybe,1.0,1.0,8.0,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Yes,7,Maybe,No,0,2.0,38,female
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,2.0,2.0,"Yes, all of my previous supervisors",Yes,Don't Know,1,Yes,Sometimes,Often,Maybe,10,Maybe,Yes,1,1.0,31,homem cis
0,More than 1000,0.0,1.0,Yes,,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Maybe,0.0,Maybe,0.0,0.0,6.0,7.0,,No,Yes,1,Yes,Not applicable to me,Not applicable to me,,8,Maybe,No,0,2.0,29,male
0,26-100,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,1.0,1.0,8.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Maybe,10,Yes,Maybe,0,4.0,44,Female
0,6-25,1.0,0.0,I don't know,No,No,Yes,Yes,Neither easy nor difficult,Mental health,No,0.0,Yes,0.0,0.0,5.0,1.0,,No,No,1,No,Sometimes,Often,Maybe,4,Maybe,Yes,0,5.0,21,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,Possibly,0,No,Not applicable to me,Sometimes,No,8,Yes,Maybe,0,2.0,63,male
0,More than 1000,0.0,1.0,No,No,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,No,0.0,0.0,7.0,7.0,I don't know,Possibly,Possibly,0,I don't know,Sometimes,Sometimes,No,7,No,No,0,2.0,30,woman
0,500-1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,No,0.0,0.0,8.0,8.0,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,,8,Yes,Maybe,0,4.0,33,male
0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,No,1.0,No,1.0,0.0,10.0,5.0,Some of my previous supervisors,Yes,Yes,1,I don't know,Sometimes,Often,No,8,Maybe,No,0,2.0,43,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Yes,Yes,1,Yes,Rarely,Never,Yes,0,Yes,Yes,1,1.0,20,m
0,100-500,1.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,5.0,0.0,,Yes,Yes,1,Yes,Rarely,Often,Yes,8,Yes,No,1,2.0,21,male
0,26-100,0.0,0.0,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,No,0.0,0.0,9.0,9.0,,Possibly,Don't Know,1,I don't know,Sometimes,Rarely,Maybe,8,Yes,Yes,0,3.0,22,male
0,More than 1000,1.0,1.0,Yes,No,No,Yes,Yes,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,0.0,10.0,5.0,,Possibly,No,0,No,Often,Often,No,5,No,Maybe,0,3.0,23,female
0,More than 1000,1.0,1.0,No,,Yes,I don't know,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,0.0,5.0,4.0,"No, none of my previous supervisors",No,No,0,No,Sometimes,Often,Maybe,5,No,No,0,3.0,34,Male
1,,,,,,,,,,,,,,,,,,,Don't Know,No,0,No,Rarely,Rarely,Maybe,4,Yes,No,1,2.0,27,woman
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,Maybe,10,Maybe,No,0,3.0,25,Female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,Yes,1.0,Maybe,1.0,1.0,8.0,7.0,,Yes,Yes,1,No,Sometimes,Often,Maybe,3,Maybe,No,0,3.0,21,Female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,8.0,8.0,,Yes,Yes,1,Yes,Rarely,Often,Maybe,10,Maybe,Maybe,1,3.0,49,Male
0,100-500,0.0,1.0,I don't know,,I don't know,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0.0,0.0,4.0,4.0,"No, none of my previous supervisors",No,No,0,No,Often,Sometimes,Yes,4,Maybe,No,0,1.0,22,FEMALE
0,More than 1000,1.0,1.0,Yes,Yes,Yes,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,1.0,1.0,5.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Often,Often,Maybe,6,Maybe,No,0,3.0,35,Female
0,1-5,0.0,1.0,No,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,0.0,Yes,0.0,1.0,10.0,10.0,"Yes, all of my previous supervisors",Yes,,0,No,Rarely,Sometimes,No,10,Yes,Maybe,0,5.0,25,female
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Possibly,No,0,Yes,Often,Often,Maybe,3,Maybe,No,0,3.0,38,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,Yes,1.0,1.0,8.0,8.0,Some of my previous supervisors,No,No,0,No,Rarely,Often,No,8,Yes,Yes,0,2.0,38,male
0,More than 1000,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,,No,No,0,No,Not applicable to me,Not applicable to me,No,7,No,No,0,3.0,30,M
0,More than 1000,1.0,0.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,1.0,5.0,6.0,Some of my previous supervisors,Yes,Yes,1,Yes,Often,Often,Yes,9,Maybe,Maybe,0,2.0,41,cis-het male
0,26-100,1.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,Yes,0.0,0.0,7.0,3.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Often,Often,No,10,Maybe,No,0,3.0,36,cis male
0,26-100,0.0,1.0,Yes,Yes,No,No,I don't know,Difficult,Same level of comfort for each,No,0.0,Maybe,1.0,1.0,5.0,1.0,Some of my previous supervisors,Possibly,Possibly,1,I don't know,Sometimes,Often,,10,Maybe,No,0,3.0,23,Female
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Possibly,Possibly,1,Yes,Rarely,Often,No,10,Maybe,Maybe,0,3.0,21,male
0,6-25,0.0,1.0,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,9.0,9.0,Some of my previous supervisors,No,Possibly,1,No,Sometimes,Sometimes,,9,Maybe,No,0,3.0,25,Male
0,6-25,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,No,0.0,0.0,0.0,0.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,,7,No,No,0,1.0,32,Male
0,26-100,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,0.0,1.0,0.0,0.0,"No, none of my previous supervisors",Possibly,Possibly,1,Yes,Rarely,Sometimes,No,4,Yes,No,0,1.0,41,male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Sometimes,Often,,7,Yes,No,0,1.0,23,Female
0,100-500,0.0,1.0,No,No,No,No,No,Neither easy nor difficult,Physical health,No,1.0,No,1.0,0.0,4.0,3.0,Some of my previous supervisors,Possibly,Possibly,0,Yes,Often,Often,Yes,4,Maybe,Yes,0,1.0,45,male
0,More than 1000,1.0,1.0,No,No,No,No,Yes,Somewhat difficult,Physical health,No,0.0,Yes,1.0,1.0,5.0,5.0,,No,No,0,No,Sometimes,Sometimes,No,3,No,No,0,2.0,23,Male
0,26-100,1.0,1.0,No,No,No,No,No,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,7.0,7.0,,No,No,0,No,Not applicable to me,Not applicable to me,,10,No,No,0,2.0,21,m
0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,7.0,6.0,"No, none of my previous supervisors",Possibly,Yes,1,Yes,Sometimes,Sometimes,,5,Yes,No,0,1.0,51,Male
