Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu papel principal na sua empresa está relacionado à tecnologia/TI?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura de saúde fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre distúrbios de saúde mental e opções para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levou a solicitar uma licença médica do trabalho, quão fácil ou difícil seria pedir essa licença?",Você se sentiria mais confortável conversando com seus colegas de trabalho sobre sua saúde física ou sua saúde mental?,Você se sentiria à vontade para discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você já discutiu sua saúde mental com seu empregador?,Você se sentiria à vontade para discutir um problema de saúde mental com seus colegas de trabalho?,Você já discutiu sua saúde mental com colegas de trabalho?,Você já teve um colega de trabalho discutir a saúde mental de seu ou outro colega de trabalho com você?,"No geral, quanta importância seu empregador coloca na saúde física?","No geral, quanta importância seu empregador coloca na saúde mental?",Você estaria disposto a discutir sua saúde mental com seu (s) supervisor (s) direto (s)?,Você atualmente tem um distúrbio de saúde mental?,Você já teve um distúrbio de saúde mental no passado?,Você já procurou tratamento para um distúrbio de saúde mental de um profissional de saúde mental?,Você tem um histórico familiar de doença mental?,"Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz (ou seja, quando está experimentando sintomas)?",Suas observações de como outro indivíduo que discutiu um problema de saúde mental tornou a probabilidade de você revelar um problema de saúde mental no seu local de trabalho atual?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria sua saúde mental com um empregador em potencial em uma entrevista?,Você é identificado abertamente no trabalho como uma pessoa com um problema de saúde mental?,"No geral, como você acha que o setor de tecnologia apoia funcionários com problemas de saúde mental?",Qual é a sua idade?,Qual é o seu gênero?
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,1.0,Maybe,1.0,1.0,6.0,3.0,"No, none of my previous supervisors",Yes,Possibly,1,Yes,Rarely,Sometimes,,8,No,No,0,2,45,Male
0,500-1000,0.0,1.0,No,No,No,No,I don't know,Very easy,Physical health,Maybe,0.0,No,0.0,0.0,6.0,0.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Sometimes,Often,,7,Yes,No,0,2,31,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,,4,Yes,No,0,2,38,Female
0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,Yes,0.0,1.0,7.0,6.0,,Possibly,Possibly,0,Yes,Rarely,Sometimes,Maybe,2,Yes,No,0,3,26,Male
0,100-500,1.0,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0.0,1.0,6.0,0.0,,Possibly,Yes,1,No,Sometimes,Sometimes,No,8,Yes,No,0,1,27,female
0,6-25,0.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,0.0,Maybe,1.0,0.0,5.0,0.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,No,9,Maybe,No,0,2,35,Male
0,26-100,0.0,1.0,Yes,No,No,Yes,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0.0,0.0,6.0,4.0,"No, none of my previous supervisors",Yes,Yes,0,Yes,Rarely,Rarely,Yes,8,No,No,0,4,47,Male
0,More than 1000,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,1.0,10.0,10.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Never,Often,No,8,Yes,No,0,3,37,Male
0,500-1000,0.0,1.0,No,No,No,No,No,Difficult,Physical health,No,0.0,No,0.0,0.0,4.0,3.0,"No, none of my previous supervisors",Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,No,7,No,No,0,3,32,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,I don't know,Sometimes,Often,Maybe,10,Yes,Maybe,0,3,46,Male
0,26-100,1.0,1.0,Yes,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,No,0.0,Yes,1.0,1.0,2.0,0.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Sometimes,Yes,8,Yes,Maybe,0,3,37,Male
0,100-500,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0.0,0.0,5.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,No,8,No,No,0,4,36,male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,Yes,1,Yes,Rarely,Often,Maybe,9,Yes,Yes,0,3,29,Malel
0,100-500,1.0,1.0,Yes,No,No,No,I don't know,Very easy,Physical health,No,0.0,No,0.0,1.0,4.0,1.0,"No, none of my previous supervisors",Possibly,Don't Know,1,I don't know,Not applicable to me,Not applicable to me,No,6,Yes,No,0,2,45,Male
0,6-25,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,5.0,5.0,I don't know,No,No,0,No,Not applicable to me,Not applicable to me,,6,Maybe,No,0,3,30,Male
0,6-25,1.0,1.0,No,No,Yes,No,I don't know,Very easy,Physical health,Maybe,0.0,Maybe,0.0,1.0,7.0,5.0,,No,Yes,1,I don't know,Rarely,Often,No,7,No,No,0,3,46,male
0,26-100,1.0,1.0,No,,No,No,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,0.0,5.0,2.0,"No, none of my previous supervisors",No,No,0,No,Often,Often,,5,No,No,0,1,29,male
0,More than 1000,1.0,1.0,I don't know,,No,No,Yes,Somewhat easy,Same level of comfort for each,No,0.0,Maybe,1.0,1.0,8.0,6.0,Some of my previous supervisors,Possibly,Possibly,0,I don't know,Rarely,Sometimes,Yes,5,No,No,0,2,26,male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Rarely,,9,Maybe,No,0,2,26,Male
0,6-25,1.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,1.0,No,0.0,0.0,5.0,4.0,"No, none of my previous supervisors",Yes,Possibly,1,Yes,Often,Often,,0,Yes,No,0,2,44,Male
0,26-100,1.0,1.0,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,0.0,Maybe,0.0,0.0,5.0,5.0,"No, none of my previous supervisors",Possibly,Possibly,0,I don't know,Not applicable to me,Sometimes,,5,Yes,No,0,3,32,Male
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,2.0,"No, none of my previous supervisors",Don't Know,No,0,No,Not applicable to me,Not applicable to me,No,7,Yes,Yes,0,1,34,male
0,500-1000,1.0,1.0,Yes,,Yes,Yes,Yes,Very easy,Physical health,Maybe,1.0,Yes,1.0,1.0,7.0,6.0,"No, none of my previous supervisors",Possibly,Don't Know,0,I don't know,Not applicable to me,Often,,5,Maybe,No,0,2,19,male
0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,No,0.0,1.0,7.0,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Not applicable to me,Often,,2,No,No,0,3,38,M
0,6-25,1.0,1.0,Not eligible for coverage / NA,,No,No,No,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,4.0,"No, none of my previous supervisors",Yes,Yes,1,No,Often,Often,Yes,2,Maybe,No,0,1,61,Male
0,6-25,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Yes,1.0,0.0,7.0,7.0,Some of my previous supervisors,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,8,No,No,0,1,44,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,No,8,Maybe,No,1,1,32,Female 
0,100-500,0.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0.0,0.0,7.0,6.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,No,0,3,31,Male
0,26-100,1.0,0.0,Yes,No,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,1.0,No,0.0,,8.0,6.0,Some of my previous supervisors,Possibly,Yes,1,No,Rarely,Sometimes,No,6,Maybe,No,0,2,30,Female
1,,,,,,,,,,,,,,,,,,,Possibly,Possibly,0,No,Sometimes,Sometimes,Maybe,8,Maybe,No,0,1,52,male
0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,5.0,1.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,No,9,Yes,No,0,1,44,male
0,More than 1000,0.0,1.0,I don't know,Yes,No,No,I don't know,Very easy,Mental health,Yes,1.0,Yes,0.0,0.0,10.0,4.0,,Yes,Yes,1,Yes,Never,Often,Maybe,10,No,No,0,3,39,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,3,Maybe,Yes,1,1,36,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Don't Know,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,No,4,No,No,0,3,30,
0,26-100,0.0,1.0,I don't know,No,No,No,Yes,Somewhat difficult,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,5.0,5.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,I don't know,Not applicable to me,Sometimes,No,0,Yes,No,0,2,39,male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,9.0,7.0,Some of my previous supervisors,Yes,Possibly,1,Yes,Rarely,Often,No,8,No,No,0,3,33,male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,0,I don't know,Not applicable to me,Not applicable to me,Yes,7,Maybe,Maybe,0,2,37,Male
0,26-100,0.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,2.0,I don't know,Possibly,No,0,No,Not applicable to me,Not applicable to me,,7,Maybe,No,0,3,34,male
0,26-100,1.0,1.0,No,No,Yes,Yes,I don't know,Very easy,Physical health,Maybe,0.0,Yes,0.0,0.0,8.0,8.0,"No, none of my previous supervisors",Possibly,Yes,0,No,Rarely,Sometimes,No,10,No,No,0,4,28,Male
0,26-100,1.0,1.0,No,,No,No,I don't know,Difficult,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,2.0,0.0,"No, none of my previous supervisors",Yes,Yes,1,No,Never,Sometimes,,8,No,No,0,2,43,Female
0,More than 1000,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,1.0,Yes,0.0,1.0,10.0,3.0,"No, none of my previous supervisors",No,No,0,Yes,Not applicable to me,Not applicable to me,,0,No,No,0,1,42,male
0,100-500,0.0,1.0,Yes,Yes,I don't know,Yes,I don't know,I don't know,Physical health,Yes,0.0,Yes,0.0,1.0,5.0,9.0,Some of my previous supervisors,Yes,No,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0,1,35,male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,1.0,0.0,7.0,8.0,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,No,5,No,No,0,3,28,female
0,100-500,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Physical health,Yes,1.0,Maybe,1.0,1.0,5.0,5.0,,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,Maybe,0,4,37,male
0,500-1000,1.0,1.0,I don't know,Yes,No,No,I don't know,Somewhat easy,Physical health,No,0.0,No,0.0,0.0,10.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Yes,7,Maybe,No,0,3,35,female
0,6-25,1.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,1.0,1.0,7.0,1.0,I don't know,No,No,0,No,Not applicable to me,Not applicable to me,No,5,No,Maybe,0,2,31,male
1,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,1,I don't know,Not applicable to me,Not applicable to me,No,10,Maybe,No,0,1,24,Male
0,500-1000,1.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,0.0,7.0,6.0,,No,No,0,No,Rarely,Never,Yes,5,No,No,0,4,27,Female
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,I don't know,Very easy,Physical health,Yes,1.0,Yes,1.0,1.0,8.0,9.0,Some of my previous supervisors,No,Possibly,1,Yes,Rarely,Sometimes,No,9,Maybe,No,0,4,36,Male
0,6-25,1.0,1.0,I don't know,No,No,I don't know,Yes,Somewhat easy,Physical health,Yes,1.0,Maybe,0.0,1.0,3.0,3.0,Some of my previous supervisors,No,Yes,1,No,Rarely,Rarely,No,8,Maybe,Maybe,0,3,33,male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Sometimes,,7,Yes,No,0,2,26,M
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,1.0,Maybe,1.0,1.0,5.0,5.0,,No,No,0,No,Not applicable to me,Not applicable to me,No,3,No,No,0,4,26,Male
0,More than 1000,0.0,1.0,I don't know,,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,5.0,5.0,,Yes,Yes,1,No,Rarely,Often,No,5,Maybe,No,0,2,24,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,1.0,Yes,1.0,0.0,5.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Often,Often,No,7,No,No,1,4,34,Male
0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,10.0,5.0,,Possibly,Possibly,0,I don't know,Not applicable to me,Rarely,Yes,5,Maybe,Maybe,0,3,25,Male
0,6-25,1.0,1.0,I don't know,No,No,No,Yes,I don't know,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,8.0,7.0,,Yes,Yes,1,Yes,Sometimes,Often,,5,Maybe,No,0,4,19,female
0,26-100,1.0,1.0,Yes,No,No,I don't know,Yes,Somewhat difficult,Physical health,No,0.0,No,0.0,1.0,4.0,4.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,4,No,No,0,2,28,M
0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Yes,1.0,No,0.0,0.0,6.0,4.0,,Yes,Possibly,1,Yes,Sometimes,Often,Yes,10,No,No,0,4,26,male
0,1-5,1.0,1.0,No,,No,No,No,Somewhat easy,Physical health,Maybe,1.0,Maybe,1.0,1.0,2.0,2.0,"Yes, all of my previous supervisors",Yes,No,1,Yes,Often,Often,,6,Yes,Yes,1,2,32,male
0,500-1000,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,1.0,5.0,2.0,,Yes,Yes,1,I don't know,Often,Often,No,1,No,No,0,1,23,male
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Maybe,0.0,0.0,3.0,5.0,"Yes, all of my previous supervisors",No,No,0,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,No,0,4,46,M
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Difficult,Same level of comfort for each,Yes,1.0,No,0.0,0.0,3.0,2.0,,Possibly,No,0,No,Not applicable to me,Not applicable to me,No,6,No,No,0,2,28,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,No,9,No,No,0,2,38,MALE
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,5.0,0.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Sometimes,Often,,2,Maybe,No,0,1,30,Female
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Yes,1.0,Maybe,0.0,1.0,4.0,4.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,No,0,1,26,Male
0,6-25,1.0,1.0,Yes,Yes,No,No,Yes,Very easy,Physical health,Maybe,0.0,No,0.0,1.0,7.0,5.0,I don't know,No,No,0,No,Sometimes,Sometimes,Maybe,2,No,No,0,3,37,Woman
0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,1.0,Maybe,1.0,1.0,6.0,9.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Rarely,Often,No,10,Maybe,Maybe,1,3,35,Male
0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,0.0,No,0.0,0.0,5.0,5.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Never,Often,No,10,No,No,0,2,26,Female
0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,0.0,Yes,0.0,0.0,5.0,5.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,8,Maybe,Maybe,0,4,29,Female
0,More than 1000,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,I don't know,Same level of comfort for each,Yes,0.0,Maybe,1.0,0.0,7.0,6.0,,Yes,Yes,1,Yes,Sometimes,Often,No,8,No,No,0,3,57,Male
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,No,0.0,1.0,7.0,6.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,Yes,1,No,No,0,3,38,Male
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Yes,1.0,1.0,7.0,8.0,"No, none of my previous supervisors",Yes,Yes,1,No,Rarely,Sometimes,No,10,Yes,Maybe,0,3,20,Female
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Difficult,Physical health,No,0.0,Maybe,1.0,1.0,5.0,5.0,Some of my previous supervisors,Don't Know,Don't Know,0,Yes,Not applicable to me,Not applicable to me,,2,Maybe,Maybe,0,1,41,M
0,6-25,0.0,1.0,Yes,No,No,No,No,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,0.0,0.0,0.0,Some of my previous supervisors,Possibly,Possibly,0,Yes,Not applicable to me,Often,Yes,0,Maybe,No,0,1,43,male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,I don't know,Physical health,Yes,0.0,Maybe,0.0,0.0,5.0,5.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Rarely,Often,No,10,No,No,0,3,35,Male
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,4.0,7.0,Some of my previous supervisors,Possibly,Yes,1,Yes,Rarely,Sometimes,No,8,Maybe,No,1,3,40,female
0,26-100,0.0,0.0,I don't know,,I don't know,I don't know,No,Neither easy nor difficult,Same level of comfort for each,Maybe,0.0,Maybe,0.0,1.0,5.0,2.0,,Don't Know,Possibly,0,No,Sometimes,Sometimes,No,5,Yes,Maybe,0,4,28,male
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,9.0,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0,4,42,Male
0,More than 1000,0.0,1.0,Yes,No,No,Yes,Yes,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,2.0,2.0,,No,No,0,No,Not applicable to me,Not applicable to me,No,4,No,No,0,3,39,male
0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Yes,1.0,Maybe,1.0,1.0,5.0,3.0,"Yes, all of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0,2,28,M
0,6-25,1.0,1.0,No,No,No,I don't know,I don't know,Somewhat easy,Mental health,Yes,0.0,Maybe,1.0,0.0,7.0,7.0,,No,No,0,No,Sometimes,Not applicable to me,Maybe,7,Maybe,Maybe,0,4,22,m
0,100-500,1.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Physical health,No,1.0,Yes,1.0,1.0,6.0,5.0,Some of my previous supervisors,No,No,1,Yes,Not applicable to me,Not applicable to me,No,8,No,No,0,2,29,woman
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,No,0,No,Rarely,Often,No,5,No,No,0,3,45,Male
0,More than 1000,1.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,7.0,1.0,,No,No,0,Yes,Not applicable to me,Not applicable to me,Yes,2,Yes,No,0,1,27,Female
0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,1.0,6.0,0.0,"No, none of my previous supervisors",No,Possibly,0,No,Not applicable to me,Not applicable to me,No,10,Maybe,No,0,1,32,F
0,500-1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Maybe,0.0,0.0,8.0,6.0,Some of my previous supervisors,Yes,Yes,1,I don't know,Rarely,Sometimes,No,8,Yes,No,0,3,28,Male
0,100-500,1.0,1.0,Yes,No,No,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Maybe,1.0,1.0,5.0,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,No,10,Yes,No,1,3,31,male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Possibly,1,No,Sometimes,Often,Maybe,8,No,No,0,2,28,Male
